"","sex","age","desexed","purebred","gaze_follow","training_score","aggression_score","fear_score","separation_score","excitability_score","attachment_score","miscellaneous_score","ostensive","ostensive_binary","nonostensive","nonostensive_binary","os_best"
"406",1,7.7,1,2,1,2.28571428571429,1.52380952380952,2,1.625,3.5,3.16666666666667,1.4,NA,NA,NA,NA,NA
"407",1,1.6,1,1,3,2.625,0.521739130434783,0.8125,0.375,2,2,0.888888888888889,0.25,0,0.25,0,0
"408",1,2,1,2,4,3,0.24,0.470588235294118,1,2.4,0.5,0.769230769230769,0.375,0,0.5,0,1
"409",1,3,1,2,4,2.71428571428571,0.56,0.0625,1,2.4,0.6,0.923076923076923,0.5,0,0.333333333333333,0,0
"410",2,7,1,2,2,2.33333333333333,0.16,1.0625,0,1.8,0,0.0384615384615385,0.125,0,0.5,0,1
"411",1,7,1,2,4,2.83333333333333,0.24,0.0666666666666667,1,3.2,1.16666666666667,0.769230769230769,0.5,0,0.5,0,0
"412",2,7.7,1,1,5,2.375,0.105263157894737,0,0,2.66666666666667,3.33333333333333,0.6,0.375,0,0.375,0,0
"413",1,7,1,1,5,2,0.105263157894737,0,0,2,2.83333333333333,0.68,NA,NA,NA,NA,NA
"414",1,7.2,1,1,3,1.625,0.0555555555555556,0,0,1.4,0.666666666666667,0.333333333333333,NA,NA,NA,NA,NA
"415",2,1.3,2,1,3,1.28571428571429,0,0,0,2,0.666666666666667,0.875,NA,NA,NA,NA,NA
"416",2,5.6,1,2,5,3,0.521739130434783,0.944444444444444,0,1,2.6,0.5,0,0,0.625,1,1
"417",1,7.9,1,1,3,2.875,0.444444444444444,0.888888888888889,0,1.83333333333333,1.16666666666667,1,0.375,0,0.5,0,1
"418",1,4.2,1,1,NA,1.875,0.304347826086957,0.5,1.625,2.66666666666667,1.33333333333333,0.2,0.5,0,0.375,0,0
"419",2,2.2,2,2,4,2.375,1.14814814814815,0.222222222222222,1.875,2.66666666666667,2,1.03703703703704,0.125,0,0.5,0,1
"420",2,5.9,2,2,5,2.25,0,0.352941176470588,1.25,3.4,2,1.03846153846154,0.625,1,0.444444444444444,0,0
"421",1,6,2,1,4,2.25,0.851851851851852,0.0588235294117647,0,1.5,2,0.884615384615385,0.625,1,0.5,0,0
"422",1,2.8,2,1,4,2.375,0.592592592592593,0.0588235294117647,1,1.5,2.66666666666667,0.807692307692308,NA,NA,NA,NA,NA
"423",2,9.4,1,2,4,2.125,0.608695652173913,1.16666666666667,0,2,1.83333333333333,1.73076923076923,0.5,0,0.5,0,0
"424",1,7.6,1,1,5,2,0.764705882352941,0,0,0.5,1.6,0.62962962962963,0.25,0,0.5,0,1
"425",2,1.4,2,2,3,2.375,0.304347826086957,0.352941176470588,0.571428571428571,1.83333333333333,2,1.37037037037037,0.125,0,0.25,0,1
"426",2,1.4,1,1,4,2.625,0.304347826086957,0.611111111111111,0.625,1,2.16666666666667,0.851851851851852,0.375,0,0.375,0,0
"427",2,8.4,1,1,5,2.625,0.730769230769231,0.333333333333333,1,1.5,3,0.6,NA,NA,1,1,NA
"428",1,3.7,1,2,5,2.57142857142857,0.523809523809524,0.5,0.25,2.25,3.16666666666667,1.08333333333333,0.375,0,0.5,0,1
"429",2,1.7,2,1,4,2.25,0.296296296296296,0.333333333333333,0.125,3,2.83333333333333,0.962962962962963,NA,NA,NA,NA,NA
"430",2,0.6,2,1,4,2.57142857142857,0,0,0,1.5,1.66666666666667,0.592592592592593,NA,NA,NA,NA,NA
"431",1,1.3,1,2,3,2.42857142857143,1.08695652173913,1.16666666666667,0.25,2,2.5,1.6,0.625,1,0.75,1,1
"432",1,1.3,1,2,3,3,0,0.25,0.375,1.5,1.4,0.478260869565217,0.75,1,0.625,1,0
"433",1,1.3,1,2,3,2,0.259259259259259,0.352941176470588,0.875,3.33333333333333,1.8,1.77777777777778,0.375,0,0.625,1,1
"434",1,1.3,2,1,4,2.375,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"435",1,1.3,1,1,4,1.75,0,0.166666666666667,0.125,1.16666666666667,1.33333333333333,0.37037037037037,0.375,0,0.625,1,1
"436",1,1.2,1,1,3,3,0.037037037037037,0.0555555555555556,0,2.16666666666667,1,0.518518518518518,0.75,1,0.5,0,0
"437",2,1.2,2,1,4,2.25,0,0.277777777777778,0.125,1.66666666666667,1.5,0.375,0.5,0,0.75,1,1
"438",2,1.2,2,1,4,2.375,0,0.166666666666667,0,1.16666666666667,1.33333333333333,0.222222222222222,0.375,0,0.625,1,1
"439",1,1.2,2,1,4,2.5,0.0454545454545455,0.125,0.75,2,2.33333333333333,1.13636363636364,0.666666666666667,1,0.625,1,0
"440",1,1.2,2,1,2,2.85714285714286,0,0.117647058823529,0.25,1.33333333333333,2,0.846153846153846,0.75,1,0.375,0,0
"441",2,1.2,1,1,4,2.625,0.037037037037037,0.222222222222222,1,1,1.33333333333333,0.956521739130435,0.25,0,0.5,0,1
"442",2,1.2,1,1,3,2.14285714285714,0,0.357142857142857,0.75,1.16666666666667,2,0.222222222222222,0.25,0,0.5,0,1
"443",2,1.3,1,1,4,2.75,NA,NA,NA,NA,NA,NA,0.5,0,0.75,1,1
"444",1,1.2,1,2,3,2.625,0.153846153846154,0.611111111111111,0.125,0.666666666666667,1.66666666666667,0.8,0.857142857142857,1,0.375,0,0
"445",1,1.2,1,2,4,1.875,0,0.166666666666667,0.125,1.16666666666667,1.33333333333333,0.461538461538462,0.25,0,0.125,0,0
"446",1,1.2,1,2,2,2.25,0,0,0,1.33333333333333,2.16666666666667,0.730769230769231,0.625,1,0.5,0,0
"447",2,1.2,1,2,4,2.375,NA,NA,NA,NA,NA,NA,0.5,0,1,1,1
"448",2,1.2,1,1,4,2,0.0416666666666667,0,0.375,2.33333333333333,0.333333333333333,0.88,0.375,0,0.375,0,0
"449",2,1.2,1,2,NA,3.33333333333333,0,0,NA,NA,NA,NA,0.625,1,0.75,1,1
"450",2,10,1,1,3,2.5,0.0833333333333333,0.222222222222222,0.625,2.83333333333333,2,1.11538461538462,0.5,0,0.5,0,0
"451",1,4.7,1,1,4,3,NA,NA,NA,NA,NA,NA,0.375,0,0.5,0,1
"452",2,5.5,1,2,2,2.25,0.260869565217391,0.944444444444444,0.125,2,2.66666666666667,0.481481481481481,0.25,0,0.5,0,1
"453",1,1.8,2,1,2,2.125,NA,NA,NA,NA,NA,NA,0,0,0,0,0
"454",2,1.3,1,2,4,2.125,0.307692307692308,0.722222222222222,0.5,1.33333333333333,1.5,0.777777777777778,0.5,0,0.25,0,0
"455",2,0.9,1,1,3,2.25,NA,NA,NA,NA,NA,NA,0.625,1,0,0,0
"456",1,6.9,1,2,3,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",2,5.4,1,1,4,2.5,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"458",2,3.8,2,1,4,2.14285714285714,0.2,0.555555555555556,0.125,0.666666666666667,1.83333333333333,0.952380952380952,0,0,0,0,0
"459",1,1.4,2,1,4,2.75,0.476190476190476,0.352941176470588,0,1.83333333333333,2.33333333333333,1.41666666666667,NA,NA,NA,NA,NA
"460",2,8.9,1,1,3,2.5,0.538461538461538,0.833333333333333,0,1.33333333333333,2.16666666666667,0.851851851851852,0.5,0,0.5,0,0
"461",1,2.6,1,1,3,2.875,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"462",1,6.1,1,1,NA,1.625,0.04,0.411764705882353,0,2,1.6,0.346153846153846,0.5,0,0.5,0,0
"463",1,0.7,1,1,NA,2.375,0.12,0.4375,0,1.33333333333333,0.6,0.888888888888889,0.5,0,0.5,0,0
"464",2,10.2,1,2,4,2.5,0.347826086956522,0.333333333333333,0,0.833333333333333,1,0.740740740740741,0,0,0.625,1,1
"465",2,2.3,1,1,3,2.125,0.181818181818182,0.5625,0.25,2.66666666666667,2.16666666666667,0.962962962962963,0.625,1,0.875,1,1
"466",1,3.9,1,1,3,2.125,0.347826086956522,0.5,0.625,1.83333333333333,2,0.692307692307692,0.5,0,0.5,0,0
"467",1,4.4,1,1,3,2.14285714285714,0.333333333333333,0.888888888888889,0,1,0.833333333333333,0.962962962962963,0.25,0,0.875,1,1
"468",2,1.4,1,2,3,2.42857142857143,0.45,0.0769230769230769,0,1.2,1.4,1.04,0.5,0,0.25,0,0
"469",1,2.7,1,1,3,2.42857142857143,0.142857142857143,0.176470588235294,0,1.5,2,0.730769230769231,0.625,1,0.5,0,0
"470",1,2.4,1,2,3,2,0.136363636363636,1.625,0.142857142857143,1.66666666666667,2.5,0.777777777777778,0.5,0,0.5,0,0
"471",1,4.6,1,1,2,2.14285714285714,0.44,0.0555555555555556,0,1.16666666666667,1.33333333333333,0.692307692307692,0.5,0,0.625,1,1
"472",2,1.6,1,1,3,2.71428571428571,0.36,1.22222222222222,0,1.5,1.83333333333333,0.88,0.375,0,0.5,0,1
"473",2,1.2,2,1,NA,1.85714285714286,0.24,0.5,0.125,1.83333333333333,2.2,1.24,NA,NA,NA,NA,NA
"474",1,4.5,1,1,4,2.66666666666667,NA,NA,NA,NA,NA,NA,0.375,0,0.428571428571429,0,1
"475",2,6,1,1,4,2.83333333333333,0.260869565217391,0.588235294117647,0,1.83333333333333,3,0.111111111111111,0.25,0,0.5,0,1
"476",2,12,1,1,2,1.2,0.363636363636364,0.0588235294117647,0,2.16666666666667,0,0.444444444444444,0.5,0,0.5,0,0
"477",1,2.8,1,1,3,2.71428571428571,0.5,1.77777777777778,0,2,2.33333333333333,0.727272727272727,0.5,0,0.5,0,0
"478",2,1.7,2,1,2,2.875,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"479",2,5.8,1,1,4,2.75,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"480",1,10.5,1,2,4,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",2,0.9,2,1,2,3.25,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"482",1,1.3,2,1,3,2.8,NA,NA,NA,NA,NA,NA,0.125,0,NA,NA,NA
"483",1,5,1,2,3,2.42857142857143,NA,NA,NA,NA,NA,NA,0.5,0,0.125,0,0
"484",1,10.3,1,1,3,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",1,4.9,2,1,4,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",1,4.7,2,1,NA,2.375,NA,NA,NA,NA,NA,NA,0.444444444444444,0,0.375,0,0
"487",2,0.3,2,1,1,1.5,NA,NA,NA,NA,NA,NA,0.555555555555556,1,0.444444444444444,0,0
"488",2,1.7,2,1,NA,2.5,NA,NA,NA,NA,NA,NA,0.75,1,0.5,0,0
"489",1,2,1,1,2,2.625,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"490",1,0.6,2,1,1,1.6,NA,NA,NA,NA,NA,NA,0.5,0,0.375,0,0
"491",2,0.6,2,1,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",2,0.6,2,1,1,1.6,NA,NA,NA,NA,NA,NA,0.5,0,0.625,1,1
"493",2,0.9,2,1,3,2.14285714285714,NA,NA,NA,NA,NA,NA,0.625,1,0.625,1,0
"494",1,5.8,2,1,3,2.875,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"495",2,7.8,2,1,4,2.875,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0,NA
"496",2,1.3,2,2,3,1,NA,NA,NA,NA,NA,NA,0.625,1,0.75,1,1
"497",1,0.6,2,1,1,1.6,NA,NA,NA,NA,NA,NA,0.375,0,0.5,0,1
"498",1,20.8,1,2,2,2.375,NA,NA,NA,NA,NA,NA,0.375,0,0.125,0,0
"499",1,1.7,1,1,3,2.875,0.333333333333333,0.166666666666667,0.625,2,3,1.33333333333333,0.375,0,0.625,1,1
"500",2,4.8,2,1,4,2.875,NA,NA,NA,NA,NA,NA,0.666666666666667,1,NA,NA,NA
"501",2,7.4,1,1,3,2.71428571428571,0.173913043478261,0.470588235294118,1.25,2.4,2.33333333333333,0.851851851851852,0.5,0,0.5,0,0
"502",1,6.8,1,2,4,2.625,0.428571428571429,1.22222222222222,1.85714285714286,3.2,3,1.19047619047619,NA,NA,NA,NA,NA
"503",2,4.9,1,1,3,2.375,NA,NA,NA,NA,NA,NA,0.5,0,0.25,0,0
"504",2,2.1,1,1,4,2.5,0.681818181818182,0,0,3.33333333333333,1.33333333333333,1.40740740740741,0.875,1,0.875,1,0
"505",2,1.5,1,2,4,2.875,1,0.833333333333333,0.625,2.33333333333333,2,1.18518518518519,0.5,0,0.5,0,0
"506",2,1.1,2,1,NA,2.875,NA,NA,NA,NA,NA,NA,0.375,0,0.25,0,0
"507",2,1.7,2,1,3,2.75,NA,NA,NA,NA,NA,NA,0.333333333333333,0,NA,NA,NA
"508",1,2.1,2,1,3,2.5,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"509",2,2.9,2,2,3,2.75,NA,NA,NA,NA,NA,NA,0.5,0,0.25,0,0
"510",2,3.9,1,1,2,2.625,0.576923076923077,1.23529411764706,0,2.66666666666667,1.16666666666667,0.925925925925926,0.444444444444444,0,0.5,0,1
"511",2,6.8,1,1,2,2.25,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"512",1,8.1,1,2,3,2.33333333333333,0.259259259259259,0.277777777777778,0.375,2.8,1.33333333333333,1.18518518518519,0.5,0,0.5,0,0
"513",1,1.1,1,2,3,2.375,0.92,1.41176470588235,0.285714285714286,1.8,2.5,0.851851851851852,0.75,1,0.375,0,0
"514",1,8.6,1,1,2,2.25,0.653846153846154,0.444444444444444,0.25,2.2,2,0.777777777777778,NA,NA,0,0,NA
"515",1,5.5,1,1,3,1.85714285714286,0,0.352941176470588,0,1.66666666666667,1.83333333333333,1.13636363636364,0.444444444444444,0,0.375,0,0
"516",1,1.5,1,2,3,2.75,0.0909090909090909,0.0555555555555556,0.125,1,1.83333333333333,1.03703703703704,0.5,0,0.75,1,1
"517",1,3.6,1,1,3,2.5,0.136363636363636,0.117647058823529,0.375,1.83333333333333,1.83333333333333,1.04,NA,NA,NA,NA,NA
"518",1,0.5,1,1,4,2.42857142857143,0.0909090909090909,0.529411764705882,1.875,1.66666666666667,1.66666666666667,1.40740740740741,0.625,1,0.25,0,0
"519",1,5.2,1,2,4,2.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",2,6.8,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",2,5.6,1,2,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",1,7.9,1,2,3,3,1,0.5,0,2.4,1.83333333333333,1.125,0.625,1,0.75,1,1
"523",1,8.4,1,1,NA,2.75,0.05,0.277777777777778,0,0.833333333333333,1.6,0.739130434782609,0.625,1,0.5,0,0
"524",1,6,1,2,4,2.75,0,0.222222222222222,0.125,2.33333333333333,1.66666666666667,0.222222222222222,0.5,0,0,0,0
"525",1,2,1,1,4,2.75,0.181818181818182,0.666666666666667,0.25,2.4,3.16666666666667,2.12,NA,NA,NA,NA,NA
"526",1,6.5,1,1,4,2.5,0.0869565217391304,0.529411764705882,1.71428571428571,1.33333333333333,1.8,0.592592592592593,0.5,0,0.75,1,1
"527",2,2.4,1,2,3,2,0.347826086956522,0.388888888888889,0.625,1.83333333333333,1.33333333333333,0.962962962962963,0.5,0,0.375,0,0
"528",1,1.2,1,1,4,2.75,0,0.470588235294118,0,1.5,0.5,0.269230769230769,0.625,1,0.75,1,1
"529",2,5.8,1,2,5,2.85714285714286,0.476190476190476,0.444444444444444,0,1.33333333333333,2,0.481481481481481,0.555555555555556,1,0.5,0,0
"530",1,7.5,1,2,3,2.125,0.15,0.666666666666667,1.125,0.6,1,0.481481481481481,0.25,0,0.375,0,1
"531",2,0.7,1,2,4,2.42857142857143,0.15,1.11764705882353,0,1.5,3,0.846153846153846,0.333333333333333,0,0.4,0,1
"532",2,4.4,1,2,2,2.625,0.869565217391304,0.529411764705882,1.25,1.83333333333333,2.5,0.576923076923077,NA,NA,NA,NA,NA
"533",1,2.8,1,1,3,1.875,0.555555555555556,0.5,0.75,2.5,1.5,0.592592592592593,NA,NA,NA,NA,NA
"534",2,4.7,2,1,4,2.125,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,NA
"535",2,7.4,1,2,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",2,4.4,1,1,3,2.125,0.521739130434783,0.555555555555556,0,2,2.33333333333333,0.961538461538462,0.75,1,0.625,1,0
"537",1,11.7,1,1,5,2.25,0.521739130434783,0.666666666666667,1,1.66666666666667,2.83333333333333,0.875,NA,NA,NA,NA,NA
"538",1,2.7,1,2,4,2.375,0,0.888888888888889,0,2.16666666666667,1.5,0.851851851851852,0.75,1,0.875,1,1
"539",1,3.8,1,1,3,2.5,1.11111111111111,1.5,0.875,2.83333333333333,2.83333333333333,1.33333333333333,0.375,0,0.625,1,1
"540",2,0.6,2,1,3,2.71428571428571,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"541",2,9.1,1,2,3,2.85714285714286,0,0.352941176470588,0,1.83333333333333,0.666666666666667,0.407407407407407,0.625,1,0.75,1,1
"542",1,2.6,1,2,5,0.875,1,1.16666666666667,0.5,1.5,2.83333333333333,0.518518518518518,0.75,1,0.75,1,0
"543",2,2,1,1,4,2.5,0.0769230769230769,0.588235294117647,0,1.16666666666667,2.5,0.259259259259259,0.625,1,0.571428571428571,1,0
"544",2,2.9,1,1,3,2.125,0.0526315789473684,0.555555555555556,0,2,2,0.92,NA,NA,NA,NA,NA
"545",2,6.6,2,1,4,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546",2,5.8,1,2,3,3,0.0869565217391304,0.611111111111111,0.5,1.83333333333333,1.2,0.777777777777778,NA,NA,NA,NA,NA
"547",1,0.5,1,2,3,2.5,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"548",2,2.3,1,1,3,1.625,NA,NA,NA,NA,NA,NA,0,0,0.666666666666667,1,1
"549",1,8.6,1,1,2,2.75,1.25925925925926,1.55555555555556,0.375,2,3,1.25925925925926,0.5,0,0.625,1,1
"550",1,2.3,1,1,4,2.5,0.296296296296296,0.166666666666667,0.25,2,2.83333333333333,1.07407407407407,0.5,0,0.5,0,0
"551",1,1,1,1,4,3,0.0833333333333333,0.611111111111111,0,2,2,1.04761904761905,NA,NA,NA,NA,NA
"552",2,1.2,1,1,4,2.375,NA,NA,NA,NA,NA,NA,0.555555555555556,1,0.5,0,0
"553",1,2.6,1,1,2,2.25,0.208333333333333,0.222222222222222,0,1.66666666666667,1.8,1.42307692307692,0.5,0,0.375,0,0
"554",1,2.9,1,1,3,2.375,0,0.277777777777778,0.875,1.66666666666667,3.5,1.26923076923077,0.5,0,0.5,0,0
"555",2,3.9,1,1,3,2.375,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"556",2,1,1,1,4,2.5,0,0.166666666666667,0,0.833333333333333,2.66666666666667,1.51851851851852,0.375,0,0.75,1,1
"557",1,8.9,1,2,3,3.25,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"558",1,4,2,2,3,2.625,0.814814814814815,1.72222222222222,0.875,3.5,2.16666666666667,1.18518518518519,0.625,1,0.625,1,0
"559",1,2.2,1,2,3,2.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560",2,5.7,2,1,4,2.625,0,0.444444444444444,0,0.5,1,0.222222222222222,0.375,0,0.5,0,1
"561",1,1.8,1,2,3,2.5,NA,NA,NA,NA,NA,NA,0.2,0,0.428571428571429,0,1
"562",2,1.7,2,1,3,2.125,0.217391304347826,0.588235294117647,0.25,1.33333333333333,2.33333333333333,1.30769230769231,0.625,1,0.75,1,1
"563",2,2.5,1,2,3,2.42857142857143,0.6,0.4,0.25,1.66666666666667,2.25,1.21739130434783,0.625,1,0.875,1,1
"564",2,7.5,1,1,2,2,0.363636363636364,0.5625,0,1,1.33333333333333,0.666666666666667,0.75,1,0.5,0,0
"565",1,5.1,1,1,3,3,NA,NA,NA,NA,NA,NA,0.75,1,0.625,1,0
"566",2,2.8,2,1,4,2.5,0.260869565217391,1.05882352941176,0.375,2.5,3.66666666666667,0.925925925925926,0.75,1,0.375,0,0
"567",1,2,1,2,2,2.25,0.692307692307692,1.16666666666667,0,1.83333333333333,0.5,1.07692307692308,0.5,0,0.5,0,0
"568",1,5.3,1,1,4,2.57142857142857,NA,NA,NA,NA,NA,NA,0.666666666666667,1,0.25,0,0
"569",2,1.8,2,1,2,2.125,0.304347826086957,1.41176470588235,0.25,1.83333333333333,1.83333333333333,0.777777777777778,0.5,0,0.375,0,0
"570",2,4.3,1,1,3,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",1,0.9,2,1,3,2.28571428571429,0.208333333333333,0.166666666666667,0.625,1,1,1.21052631578947,0.444444444444444,0,0.5,0,1
"572",1,0.7,2,2,3,3.125,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"573",1,0.7,2,2,4,3,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"574",1,3,2,2,4,2.625,0.518518518518518,0.75,0.5,1.8,2.66666666666667,1.03703703703704,NA,NA,NA,NA,NA
"575",2,1.4,1,1,2,2.375,0.96,1.375,1.71428571428571,3.33333333333333,3.4,1.07407407407407,0.7,1,0.5,0,0
"576",1,1.1,2,2,3,2.875,0.434782608695652,0.611111111111111,2,3,2.33333333333333,1.65384615384615,0.5,0,0.375,0,0
"577",2,5.5,2,1,5,2.875,1.36363636363636,0.133333333333333,0.25,3.2,1.5,0.863636363636364,NA,NA,NA,NA,NA
"578",2,11,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",2,0.4,2,1,4,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",1,5.8,1,1,4,2.375,0.62962962962963,0.722222222222222,0.625,3,2.33333333333333,0.961538461538462,0.5,0,0.888888888888889,1,1
"581",1,0.7,2,2,2,2.875,NA,NA,NA,NA,NA,NA,0.75,1,0.5,0,0
"582",2,6.3,1,2,3,2.875,NA,NA,NA,NA,NA,NA,0.625,1,0.375,0,0
"583",1,2.3,1,1,3,3.125,NA,NA,NA,NA,NA,NA,0.333333333333333,0,NA,NA,NA
"584",1,7.8,2,1,4,2.625,NA,NA,NA,NA,NA,NA,1,1,0.666666666666667,1,0
"585",1,1.1,2,1,3,2.8,NA,NA,NA,NA,NA,NA,0.5,0,0.666666666666667,1,1
"586",2,6.4,2,2,3,1.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",1,8.2,2,1,4,2.625,NA,NA,NA,NA,NA,NA,0.444444444444444,0,0.444444444444444,0,0
"588",1,1.7,2,1,4,2.5,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"589",1,2.4,1,1,3,2.875,1,0.823529411764706,0.75,2.33333333333333,2.5,0.75,0.75,1,0.5,0,0
"590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",1,1.7,2,1,3,1.75,0.136363636363636,0.941176470588235,0,0.666666666666667,2.16666666666667,0.37037037037037,NA,NA,NA,NA,NA
"592",2,5.1,2,1,5,2.625,1.26923076923077,0.388888888888889,1,1.33333333333333,4,0.925925925925926,0.5,0,0.5,0,0
"593",2,11.6,2,2,NA,2.25,0.666666666666667,0.117647058823529,0,2.66666666666667,1.83333333333333,0.777777777777778,0.625,1,0.5,0,0
"594",1,3.5,2,1,3,2.14285714285714,0.296296296296296,0.944444444444444,1.5,1.33333333333333,2,1.18518518518519,0.375,0,0.625,1,1
"595",2,3.9,2,2,4,2.71428571428571,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"596",1,10.6,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",2,5.5,2,1,3,2.75,NA,NA,NA,NA,NA,NA,0.625,1,0.5,0,0
"598",1,8.6,2,1,1,1.625,0.130434782608696,0,NA,1.16666666666667,3.16666666666667,0.846153846153846,0.375,0,0.75,1,1
"599",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",2,1.2,1,2,5,2.375,0.461538461538462,0.6875,1.625,1.66666666666667,3.33333333333333,1.07407407407407,0.5,0,0.5,0,0
"601",2,8.9,1,1,4,2.25,1.18518518518519,0.722222222222222,0.75,2.33333333333333,2.66666666666667,0.730769230769231,NA,NA,NA,NA,NA
"602",2,9,2,2,3,1.75,0.416666666666667,0.0588235294117647,0.375,0.166666666666667,2.5,0.259259259259259,0.5,0,0.375,0,0
"603",1,NA,1,1,4,2.5,NA,NA,NA,NA,NA,NA,0.625,1,0.375,0,0
"604",1,4.9,1,1,3,2,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"605",2,8,2,1,3,2.71428571428571,0.185185185185185,0.888888888888889,1,2,2.8,1.5,0.5,0,0.375,0,0
"606",2,9.9,2,2,3,1.5,NA,NA,NA,NA,NA,NA,0.625,1,0.25,0,0
"607",2,2.1,2,1,4,3,0.2,0.235294117647059,0.625,2,2.33333333333333,1.23076923076923,0.125,0,0.5,0,1
"608",1,4,2,1,4,3,0.185185185185185,0,0.25,1.33333333333333,3.83333333333333,0.555555555555556,0.5,0,0.375,0,0
"609",1,8.3,1,2,5,2.5,0.518518518518518,1.61111111111111,1.125,3,2.5,1.48148148148148,0.5,0,0.375,0,0
"610",2,10.1,1,1,4,2.75,0.846153846153846,0.470588235294118,1.25,2.16666666666667,2.66666666666667,0.814814814814815,0.375,0,0.375,0,0
"611",1,2.9,2,1,4,2.625,0.769230769230769,0.176470588235294,0.5,4,3.5,0.925925925925926,NA,NA,0,0,NA
"612",1,9,1,1,5,2.875,0.454545454545455,1.29411764705882,0.5,2.5,2.16666666666667,0.851851851851852,0.5,0,0.5,0,0
"613",1,2.3,1,2,4,2.25,0.478260869565217,1.35294117647059,0,3,2.16666666666667,0.851851851851852,0.5,0,0.375,0,0
"614",2,12.8,2,2,4,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",1,0.9,2,1,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"616",1,3.2,1,1,4,2.5,0.333333333333333,0.647058823529412,0.125,2.16666666666667,2.66666666666667,1.11538461538462,0.25,0,0.75,1,1
"617",2,8.2,1,2,4,2.5,NA,NA,NA,NA,NA,NA,0.875,1,0.5,0,0
"618",2,4,1,1,4,1.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",1,1.8,2,1,4,1.75,0.444444444444444,0,0,1,3.83333333333333,1.48148148148148,0.75,1,NA,NA,NA
"620",2,4.3,2,1,5,2.875,0.363636363636364,0.882352941176471,0.25,0.666666666666667,3,1.30769230769231,0.625,1,0.5,0,0
"621",1,8.4,1,2,3,2.375,0.296296296296296,0.944444444444444,0.125,3.83333333333333,3.66666666666667,0.814814814814815,1,1,0.5,0,0
"622",1,1.6,1,2,4,2.57142857142857,NA,NA,NA,NA,NA,NA,0.857142857142857,1,NA,NA,NA
"623",1,8.4,1,2,5,2.85714285714286,0.615384615384615,1.375,0.5,2,1,0.84,0.75,1,0.5,0,0
"624",1,5,2,1,5,2.85714285714286,0.0769230769230769,0,0,2,1.83333333333333,0.592592592592593,0.5,0,0.5,0,0
"625",2,3.1,1,2,4,2.375,0.260869565217391,1.05555555555556,0.375,2.83333333333333,2.16666666666667,1.14814814814815,0.5,0,0.5,0,0
"626",1,3.1,1,1,4,2.875,NA,NA,NA,NA,NA,NA,0.5,0,0.375,0,0
