"","sex","age","desexed","purebred","gaze_follow","training_score","aggression_score","fear_score","separation_score","excitability_score","attachment_score","miscellaneous_score","ostensive","ostensive_binary","nonostensive","nonostensive_binary","os_best"
"627",1,1,1,1,4,2.85714285714286,0.142857142857143,0.6875,0,2.16666666666667,2.83333333333333,1.25925925925926,0.5,0,0.5,0,0
"628",2,1.1,2,1,5,2.85714285714286,0.481481481481481,0.875,1.25,2.5,2.5,0.740740740740741,0.625,1,0.75,1,1
"629",1,1.8,1,2,4,2.5,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"630",2,2.4,2,1,4,3.14285714285714,0.0434782608695652,0.277777777777778,0,1.66666666666667,2.66666666666667,1,NA,NA,NA,NA,NA
"631",1,5.4,1,2,3,2.5,NA,NA,NA,NA,NA,NA,0.5,0,0.375,0,0
"632",1,2.6,1,1,5,2.71428571428571,0.476190476190476,1.33333333333333,2.14285714285714,2.2,3.2,0.814814814814815,NA,NA,NA,NA,NA
"633",1,6.2,1,1,4,2.5,0.782608695652174,0.944444444444444,0,2.16666666666667,1.83333333333333,1.18518518518519,0.375,0,0.5,0,1
"634",2,11.6,1,2,4,2.375,1.09090909090909,0.823529411764706,0.125,2.66666666666667,2.5,0.518518518518518,NA,NA,NA,NA,NA
"635",1,4.4,1,2,5,2.375,1.04545454545455,1.88235294117647,0.625,2.83333333333333,3,1.14814814814815,0.5,0,0.5,0,0
"636",1,4.7,1,2,5,2.5,0.3,1.5,0.375,1.83333333333333,1.83333333333333,0.481481481481481,0.625,1,0.5,0,0
"637",1,5.2,1,2,4,2.875,0.416666666666667,1,0.428571428571429,2.66666666666667,2,0.888888888888889,NA,NA,NA,NA,NA
"638",1,NA,2,1,4,2.42857142857143,0.444444444444444,0.944444444444444,0,2.16666666666667,2,0.423076923076923,0.666666666666667,1,0.625,1,0
"639",1,2.8,1,1,3,3.25,NA,NA,NA,NA,NA,NA,0.142857142857143,0,0.375,0,1
"640",2,1.7,1,1,4,2.5,0.0769230769230769,1.11764705882353,0.625,3.33333333333333,2.16666666666667,1.57142857142857,NA,NA,NA,NA,NA
"641",2,6.5,1,2,4,2.125,0.37037037037037,0.777777777777778,0.125,2.33333333333333,1.83333333333333,0.814814814814815,0.25,0,0.333333333333333,0,1
"642",1,5.7,1,1,4,3,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"643",2,7.4,1,1,5,2.75,0.625,0.647058823529412,0.375,1.83333333333333,2.16666666666667,0.807692307692308,0.625,1,0.625,1,0
"644",2,1.2,2,1,4,2.875,0,0.833333333333333,0,0.833333333333333,2,0.481481481481481,0.375,0,0.375,0,0
"645",1,4.7,1,2,NA,3,1.29166666666667,1.72222222222222,1.83333333333333,3,2.66666666666667,0.636363636363636,0.5,0,0.5,0,0
"646",1,1.2,1,2,5,2.375,0.384615384615385,1.11111111111111,0.75,2.33333333333333,1.6,1.44,0.5,0,0.125,0,0
"647",2,4.9,1,2,4,2.375,0.444444444444444,1.27777777777778,1,2.83333333333333,2.83333333333333,1.03846153846154,0.5,0,0.5,0,0
"648",2,5.4,1,1,4,3,NA,NA,NA,NA,NA,NA,0.5,0,0.375,0,0
"649",1,6.6,2,1,5,1.625,NA,NA,NA,NA,NA,NA,0.5,0,0.625,1,1
"650",1,2.3,2,1,4,2.125,0.111111111111111,0.611111111111111,0,1.16666666666667,2,0.407407407407407,0.444444444444444,0,0.5,0,1
"651",1,3,1,1,3,2.125,0.407407407407407,0.764705882352941,0.25,1.83333333333333,2,0.481481481481481,0.625,1,0.5,0,0
"652",1,11.1,1,1,3,2.25,0.576923076923077,0.470588235294118,0.75,2.5,1.66666666666667,0.555555555555556,0.666666666666667,1,0.5,0,0
"653",2,10.2,1,2,4,2.125,2.03846153846154,1.77777777777778,0.625,2.66666666666667,1,0.703703703703704,0.375,0,0.625,1,1
"654",2,10.5,2,1,4,2.5,0.296296296296296,0.444444444444444,0.875,0.833333333333333,1.83333333333333,0.653846153846154,0.625,1,0.285714285714286,0,0
"655",1,8.1,1,1,4,2.375,0.730769230769231,0.941176470588235,0.125,1.83333333333333,2,0.962962962962963,0.625,1,0.5,0,0
"656",1,3.9,1,2,4,2.5,1.73913043478261,1.23529411764706,0.125,2,2.66666666666667,0.730769230769231,0.625,1,0.375,0,0
"657",2,7.1,1,2,4,2.375,0.962962962962963,1.66666666666667,1.85714285714286,2.83333333333333,1.5,1.40740740740741,0.5,0,0.5,0,0
"658",2,2.2,2,1,4,2.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",1,8.2,2,1,4,2.875,0.962962962962963,0.611111111111111,0,2.5,2.33333333333333,0.851851851851852,0.5,0,0.5,0,0
"660",2,5.5,2,1,4,2.625,0.703703703703704,0.0555555555555556,0,2.66666666666667,2.83333333333333,0.962962962962963,0.5,0,0.625,1,1
"661",1,1.7,2,1,3,2.5,0.148148148148148,0.277777777777778,0,2.33333333333333,2.5,0.791666666666667,NA,NA,NA,NA,NA
"662",1,5.1,2,1,4,2.625,0.555555555555556,0.166666666666667,0,2.66666666666667,1.5,1.11111111111111,0.75,1,0.625,1,0
"663",1,4.1,1,1,3,1.75,0.481481481481481,0.611111111111111,0,0.5,0.333333333333333,0.923076923076923,0.625,1,0.5,0,0
"664",2,4.1,2,1,3,2.125,0.962962962962963,0.444444444444444,0,2.16666666666667,1.5,0.740740740740741,0.5,0,0.555555555555556,1,1
"665",1,7.4,1,1,4,2.375,0.961538461538462,2.05555555555556,0.375,2.16666666666667,0.666666666666667,0.888888888888889,0.375,0,0.5,0,1
"666",2,NA,1,2,NA,1.83333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0,NA
"667",1,2.4,2,1,4,1.71428571428571,0.615384615384615,1.25,0.833333333333333,0.5,2,0.62962962962963,0.5,0,0.5,0,0
"668",2,6.5,2,1,4,1.875,0.961538461538462,1.5,0,1.66666666666667,0.5,0.148148148148148,NA,NA,NA,NA,NA
"669",2,1.5,2,1,4,2.875,0.0769230769230769,0.111111111111111,0.125,1,2.16666666666667,0.777777777777778,0.375,0,0.625,1,1
"670",1,3.7,1,1,NA,2.625,0.227272727272727,0.5625,0.375,1.5,1.6,0.72,0.5,0,0.5,0,0
"671",2,5.7,1,2,2,2.5,NA,NA,NA,NA,NA,NA,0.5,0,0.625,1,1
"672",2,1.6,2,1,1,2.42857142857143,0.363636363636364,0.4375,1.16666666666667,2.5,2.8,1.5,0.625,1,0.5,0,0
"673",1,4.6,2,1,3,2.375,0.28,1.58823529411765,0,1,2.66666666666667,0.772727272727273,0.4,0,NA,NA,NA
"674",1,0.7,2,1,3,2.71428571428571,0.230769230769231,0,0.5,1.8,1.5,0.961538461538462,0.5,0,0.7,1,1
"675",2,2.8,2,2,4,2,0.153846153846154,0.470588235294118,0,3,2,0.481481481481481,0.375,0,0.5,0,1
"676",2,5.5,1,2,4,2.375,0.518518518518518,0.294117647058824,0,2,2.16666666666667,0.851851851851852,0.571428571428571,1,0.375,0,0
"677",1,8.8,1,1,2,1.875,NA,NA,NA,NA,NA,NA,0.5,0,0.625,1,1
"678",1,8.1,1,1,2,2.875,0.666666666666667,0.470588235294118,0,2.33333333333333,1.8,1,0.5,0,0.5,0,0
"679",2,9,1,2,2,2.25,0.0740740740740741,0.944444444444444,0.375,2.33333333333333,2.33333333333333,1.07407407407407,0.625,1,0.428571428571429,0,0
"680",1,12.1,1,1,NA,2.25,0.148148148148148,0.166666666666667,0,1.66666666666667,2,0.222222222222222,0.5,0,0.625,1,1
"681",1,4,2,1,4,2.5,0.37037037037037,0.388888888888889,0,1.5,1.66666666666667,0.884615384615385,0.5,0,0.375,0,0
"682",2,9,1,1,4,2.75,1.11111111111111,0.277777777777778,0,2.83333333333333,1.66666666666667,0.592592592592593,0.7,1,0.625,1,0
"683",2,4.6,1,1,4,3.25,1.22222222222222,0.666666666666667,0,3.16666666666667,1.83333333333333,0.666666666666667,0.375,0,0.25,0,0
"684",2,0.7,2,1,4,2.25,0.0869565217391304,0.444444444444444,1.75,1.16666666666667,2.16666666666667,1.2962962962963,0.5,0,0.5,0,0
"685",2,1.8,1,1,4,2.375,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"686",2,3.8,1,2,5,2.625,0.652173913043478,0.588235294117647,0.875,2.33333333333333,1.83333333333333,0.92,0.5,0,0.25,0,0
"687",1,5.4,1,2,4,2.71428571428571,0.478260869565217,0.944444444444444,0.375,1.66666666666667,2.16666666666667,1.19047619047619,0.5,0,0.5,0,0
"688",1,2.3,1,1,4,2.625,0.956521739130435,0.944444444444444,2,2.16666666666667,3.16666666666667,1.03703703703704,0.75,1,0.75,1,0
"689",1,6.6,1,2,4,2.125,NA,NA,NA,NA,NA,NA,0.5,0,0.125,0,0
"690",1,3.3,1,1,4,2.625,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"691",1,2.9,1,1,2,2.625,NA,NA,NA,NA,NA,NA,0.875,1,0.625,1,0
"692",2,8.7,1,2,4,2.5,1.38461538461538,1.9375,0.5,2.83333333333333,2.66666666666667,1.7037037037037,0.5,0,0.5,0,0
"693",2,6.3,1,1,5,3,NA,NA,NA,NA,NA,NA,0.5,0,0.5,0,0
"694",1,7.7,1,2,4,2.25,1.77777777777778,2.38888888888889,0,3.5,2,1.22222222222222,0.75,1,0.75,1,0
"695",1,3.3,1,2,5,2.75,0.521739130434783,0.944444444444444,0.125,2.16666666666667,1.83333333333333,1.15384615384615,0.5,0,0.5,0,0
"696",2,7.2,1,2,5,2.625,0.391304347826087,0.588235294117647,0,2,2.5,0.875,0.625,1,0.375,0,0
"697",1,11.4,1,2,5,1.875,1.1304347826087,0.416666666666667,0.625,1.83333333333333,1,0.791666666666667,0.5,0,0.125,0,0
"698",1,3,1,1,2,2.25,0.0434782608695652,0.833333333333333,0.75,1.5,1.16666666666667,0.925925925925926,0.75,1,0.625,1,0
"699",1,2.9,1,1,4,2.57142857142857,0.235294117647059,0.0714285714285714,0,0,0.833333333333333,0.884615384615385,0.375,0,0.5,0,1
"700",2,8.8,1,1,4,2.625,0.259259259259259,0.555555555555556,0,1.83333333333333,1.5,0.6,0.375,0,0.5,0,1
"701",2,2.6,1,1,3,3,0.0434782608695652,0.222222222222222,0.25,1.33333333333333,1.5,0.703703703703704,0.625,1,0.625,1,0
"702",1,1.5,2,1,3,2.875,NA,NA,NA,NA,NA,NA,0.5,0,0.625,1,1
"703",2,4.1,1,1,5,2.5,0.407407407407407,0.333333333333333,0.375,1.33333333333333,1.66666666666667,0.703703703703704,0.375,0,0.5,0,1
"704",1,2.2,1,2,3,2.125,0.826086956521739,1.11111111111111,0.5,1.83333333333333,2.16666666666667,0.814814814814815,0.875,1,0.375,0,0
