"","X.1","X","sex","age","desexed","purebred","gaze_follow","training_score","aggression_score","fear_score","separation_score","excitability_score","attachment_score","miscellaneous_score","ostensive","ostensive_binary","nonostensive","nonostensive_binary","os_best"
"316",316,316,1,1.54403802650105,1,1,4,-0.545893255567704,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.625,1,0.428571428571429,0,0
"317",317,317,1,2.26905806513943,1,2,4,0.713133595222361,-0.214279969954668,-0.994428282136077,-0.797303570307237,-1.02682622967811,-1.28271896562067,-1.11948864925393,0.521274190562416,0,0.504054415609776,0,0
"318",318,318,2,0.0610424929225493,1,1,3,0.132044279473106,-0.488746225275406,-0.892772504022226,-0.554970230461794,-0.265010350502546,-1.28271896562067,0.0552664260389484,0.75,1,0.5,0,0
"319",319,319,1,0.851973444164418,1,1,3,-0.88486202308811,0.105930661252856,2.56352395184871,-0.312636890616351,0.750744155064878,-0.77712910476387,2.10695134626876,0.75,1,0.625,1,0
"320",320,320,2,0.159908861827783,1,2,4,0.809981814513917,-0.488746225275406,0.413113260978787,-0.312636890616351,-0.518948976894391,-0.271539243907068,-0.151556650597121,0.5,0,0.625,1,1
"321",321,321,1,-0.762843914621063,1,1,1,1.14895058203432,-1.07884867421499,-0.493969066806349,-0.797303570307237,-0.0110717241106864,-0.0187443134786599,0.502004271572868,0.375,0,0.625,1,1
"322",322,322,2,1.54403802650105,1,1,4,0.132044279473106,-1.08342311180367,-0.572165819201618,-0.797303570307237,-1.53470348246181,-2.54669361776269,-0.0440086507463648,0.5,0,0.5,0,0
"323",323,323,2,2.33496897774292,1,2,3,0.325740718056191,1.04552014196751,0.675854349026894,-0.797303570307237,-0.518948976894391,-0.77712910476387,-0.796844649701658,0.5,0,0.625,1,1
"324",324,324,1,0.0280870366208049,1,1,2,0.132044279473106,-0.238981932933535,-0.121752525404862,-0.797303570307237,0.750744155064878,-1.78830882647748,0.0552664260389484,1,1,0.75,1,0
"325",325,325,2,-0.927621196129786,2,2,4,-0.206924488047299,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.75,1,1
"326",326,326,2,-0.565111176810596,1,1,5,1.93987770624861,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.25,0,0.375,0,1
"327",327,327,1,-0.96057665243153,1,2,4,0.132044279473106,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.375,0,0.375,0,0
"328",328,328,2,1.60994893910454,1,2,3,0.471013046993512,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.625,1,0.5,0,0
"329",329,329,1,-0.729888458319319,1,2,3,-1.22383079060852,-1.20235848910932,-1.13518243644756,-0.797303570307237,-0.925250779121364,-0.524334174335461,-0.391471419494963,0.5,0,0,0,0
"330",330,330,1,-0.169645701189662,1,1,3,2.40851795411178e-15,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.521274190562416,0,0.504054415609776,0,0
"331",331,331,1,-1.12535393394025,2,2,5,1.48791934955473,-0.214279969954668,-0.149903356267159,-0.312636890616351,3.38314211834307e-15,2.69432402179323e-15,9.6715835206221e-16,0.75,1,0.75,1,0
